"Scientific_name","Isolation_type","Location","Isolation_source","Host","Collection_date","Isolate","Strand","Element_symbol","Type","Method","Genus","Species"
"Klebsiella pneumoniae","clinical","Kenya","skin soft tissue","human",2018,"PDT001410783.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","skin soft tissue","human",2018,"PDT001410800.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","swab","human",2018,"PDT000595122.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Iran","tracheal","human",2018,"PDT001101048.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Nigeria","urine","human",2018,"PDT000990592.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","Senegal","urine","human",2018,"PDT001816639.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Enterobacter hormaechei","clinical","Argentina","urine","human",2018,"PDT002389225.1","+","blaSCO-1","AMR","ALLELEX","Enterobacter","Enterobacter hormaechei"
"Klebsiella pneumoniae","clinical","Kenya","wound","human",2018,"PDT002127259.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","wound","human",2018,"PDT002127269.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","wound","human",2018,"PDT002127277.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Ghana","wound","human",2018,"PDT002189267.1","-","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Proteus mirabilis","clinical","Denmark","unknown","human",2018,"PDT001013633.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Proteus mirabilis","clinical","Denmark","unknown","human",2018,"PDT001013633.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Klebsiella pneumoniae","clinical","Brazil","blood","human",2019,"PDT000914464.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370353.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370353.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370439.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370439.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370445.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370445.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370446.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370446.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370449.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370449.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370450.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370450.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Enterobacter hormaechei","clinical","Ethiopia","blood","human",2019,"PDT001370451.1","+","blaSCO-1","AMR","ALLELEP","Enterobacter","Enterobacter hormaechei"
"Enterobacter hormaechei","clinical","Ethiopia","blood","human",2019,"PDT001370451.1","+","blaSCO-1","AMR","ALLELEP","Enterobacter","Enterobacter hormaechei"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370456.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370456.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370458.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370458.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370462.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370462.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370463.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370463.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370466.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370466.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370474.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370474.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370485.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370485.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370487.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370487.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370489.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370489.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370490.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370490.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370491.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370491.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370495.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370495.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370498.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370498.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370500.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella variicola","clinical","Ethiopia","blood","human",2019,"PDT001370500.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella variicola"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370520.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370520.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370525.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370525.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370526.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370526.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370527.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370527.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370528.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ethiopia","blood","human",2019,"PDT001370528.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002133989.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002133989.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134000.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134000.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134083.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134083.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134094.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134094.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134105.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134105.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134138.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134138.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134235.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134235.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134279.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134279.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134280.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002134280.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Russia","blood","human",2019,"PDT002302088.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690556.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690557.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690564.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690623.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690636.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690639.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690641.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690661.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","blood","human",2019,"PDT002690662.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","France","bronchial aspirate","human",2019,"PDT002038633.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Nigeria","catheter","human",2019,"PDT001608837.1","-","blaSCO-1","AMR","ALLELEX","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864194.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864323.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864327.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864365.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864419.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864426.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864430.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864431.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864443.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864468.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001864486.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2019,"PDT001865733.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Enterobacter hormaechei","clinical","Spain","human","human",2019,"PDT001373434.1","+","blaSCO-1","AMR","ALLELEP","Enterobacter","Enterobacter hormaechei"
"Enterobacter hormaechei","clinical","Spain","human","human",2019,"PDT001373434.1","+","blaSCO-1","AMR","ALLELEP","Enterobacter","Enterobacter hormaechei"
"Klebsiella michiganensis","clinical","UK","urine","human",2019,"PDT001211261.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella michiganensis"
"Pseudomonas aeruginosa","clinical","Nigeria","urine","human",2019,"PDT001608845.1","+","blaSCO-1","AMR","ALLELEX","Pseudomonas","Pseudomonas aeruginosa"
"Pseudomonas aeruginosa","clinical","Nigeria","urine","human",2019,"PDT001608856.1","+","blaSCO-1","AMR","ALLELEX","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","Kenya","wound","human",2019,"PDT002127243.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250578.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250578.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250581.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250581.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250582.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250582.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250583.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250583.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250585.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250585.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250586.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250586.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250587.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250587.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250588.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250588.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250590.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250590.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250603.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250603.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250644.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","unknown","human",2019,"PDT001250644.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Argentina","unknown","human",2019,"PDT001435692.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Argentina","unknown","human",2019,"PDT001435696.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Citrobacter freundii","clinical","Germany","unknown","human",2019,"PDT002431855.1","+","blaSCO-1","AMR","ALLELEP","Citrobacter","Citrobacter freundii"
"Klebsiella pneumoniae","clinical","Ghana","wound","human",2020,"PDT001494306.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ghana","wound","human",2020,"PDT001494306.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Proteus mirabilis","clinical","Nigeria","wound","human",2020,"PDT001494812.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Proteus mirabilis","clinical","Nigeria","wound","human",2020,"PDT001494812.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Proteus mirabilis","clinical","Switzerland","biopsy","human",2020,"PDT001493530.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Proteus mirabilis","clinical","Switzerland","biopsy","human",2020,"PDT001493530.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2020,"PDT001865753.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","human","human",2020,"PDT001610660.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","human","human",2020,"PDT001610660.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","human","human",2020,"PDT001610668.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","human","human",2020,"PDT001610668.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Australia","rectal","human",2020,"PDT001323621.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Australia","rectal","human",2020,"PDT001323621.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","urinary tract","human",2020,"PDT001410807.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","urine","human",2020,"PDT002127227.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Ghana","wound","human",2020,"PDT001963720.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Pseudomonas aeruginosa","clinical","Nigeria","burn","human",2021,"PDT002427223.1","-","blaSCO-1","AMR","ALLELEX","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","Uganda","pus","human",2021,"PDT001971208.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ghana","rectal","human",2021,"PDT001292552.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ghana","rectal","human",2021,"PDT001292553.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","rectal","human",2021,"PDT001347361.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","rectal","human",2021,"PDT001347361.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","urine","human",2021,"PDT001347373.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","urine","human",2021,"PDT001347373.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Enterobacter hormaechei","clinical","Argentina","urine","human",2021,"PDT002389177.1","+","blaSCO-1","AMR","ALLELEX","Enterobacter","Enterobacter hormaechei"
"Klebsiella pneumoniae","clinical","USA","unknown","human",2021,"PDT002144262.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ghana","urine","human",2022,"PDT001518708.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Ghana","urine","human",2022,"PDT001518728.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Kenya","urine","human",2022,"PDT002127198.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Proteus mirabilis","clinical","Brazil","urine","human",2022,"PDT002412830.1","+","blaSCO-1","AMR","ALLELEP","Proteus","Proteus mirabilis"
